task,id,correct,route,first_valid_step,first_final_step,flip_count,late_instability,max_step
winogrande,870,True,8,8,8,0,0,8
winogrande,838,True,32,32,32,0,0,32
winogrande,612,True,8,8,8,0,0,8
winogrande,1126,True,8,8,8,0,0,8
winogrande,105,True,8,8,8,0,0,8
winogrande,583,True,32,32,32,0,0,32
winogrande,222,True,8,8,8,0,0,8
winogrande,51,False,32,32,32,0,0,32
winogrande,285,True,32,32,32,0,0,32
winogrande,680,True,8,8,8,0,0,8
winogrande,881,False,32,32,32,0,0,32
winogrande,508,False,8,8,8,0,0,8
winogrande,1153,True,32,32,32,0,0,32
winogrande,160,True,8,8,8,0,0,8
winogrande,691,True,8,8,8,0,0,8
winogrande,1109,False,8,8,8,0,0,8
winogrande,232,True,8,8,8,0,0,8
winogrande,481,True,8,8,8,0,0,8
winogrande,964,True,8,8,8,0,0,8
winogrande,1183,True,8,8,8,0,0,8
winogrande,557,True,8,8,8,0,0,8
winogrande,8,True,8,8,8,0,0,8
winogrande,692,True,8,8,8,0,0,8
winogrande,1167,True,8,8,8,0,0,8
winogrande,48,True,8,8,8,0,0,8
winogrande,290,True,8,8,8,0,0,8
winogrande,822,False,8,8,8,0,0,8
winogrande,416,True,8,8,8,0,0,8
winogrande,61,True,8,8,8,0,0,8
winogrande,354,True,8,8,8,0,0,8
winogrande,1114,True,8,8,8,0,0,8
winogrande,865,True,32,32,32,0,0,32
winogrande,167,True,32,32,32,0,0,32
winogrande,860,True,8,8,8,0,0,8
winogrande,567,False,8,8,8,0,0,8
winogrande,983,True,8,8,8,0,0,8
winogrande,1225,True,8,8,8,0,0,8
winogrande,1077,True,8,8,8,0,0,8
winogrande,1090,False,8,8,8,0,0,8
winogrande,609,True,32,32,32,0,0,32
winogrande,543,True,8,8,8,0,0,8
winogrande,176,False,8,8,8,0,0,8
winogrande,463,True,8,8,8,0,0,8
winogrande,127,True,32,32,32,0,0,32
winogrande,1019,True,32,32,32,0,0,32
winogrande,1200,False,8,8,8,0,0,8
winogrande,36,False,32,32,32,0,0,32
winogrande,935,False,8,8,8,0,0,8
winogrande,843,False,32,29,29,0,0,32
winogrande,597,False,8,8,8,0,0,8
winogrande,654,False,32,32,32,0,0,32
winogrande,834,True,8,8,8,0,0,8
winogrande,715,True,8,8,8,0,0,8
winogrande,618,False,8,8,8,0,0,8
winogrande,560,False,32,32,32,0,0,32
winogrande,698,True,8,8,8,0,0,8
winogrande,328,True,32,32,32,0,0,32
winogrande,793,True,8,8,8,0,0,8
winogrande,87,False,32,32,32,0,0,32
winogrande,859,True,8,8,8,0,0,8
winogrande,978,True,32,32,32,0,0,32
winogrande,523,True,32,32,32,0,0,32
winogrande,569,True,8,8,8,0,0,8
winogrande,182,True,8,8,8,0,0,8
winogrande,786,True,32,32,32,0,0,32
winogrande,444,True,8,8,8,0,0,8
winogrande,540,True,8,8,8,0,0,8
winogrande,299,True,8,8,8,0,0,8
winogrande,1029,True,8,8,8,0,0,8
winogrande,759,True,8,8,8,0,0,8
winogrande,226,True,32,32,32,0,0,32
winogrande,947,True,32,32,32,0,0,32
winogrande,247,True,8,8,8,0,0,8
winogrande,568,True,8,8,8,0,0,8
winogrande,905,True,8,8,8,0,0,8
winogrande,15,True,8,8,8,0,0,8
winogrande,1164,True,8,8,8,0,0,8
winogrande,530,True,32,32,32,0,0,32
winogrande,227,True,8,8,8,0,0,8
winogrande,507,False,8,8,8,0,0,8
winogrande,961,True,32,32,32,0,0,32
winogrande,1075,True,8,8,8,0,0,8
winogrande,833,False,32,32,32,0,0,32
winogrande,163,True,8,8,8,0,0,8
winogrande,1207,True,32,32,32,0,0,32
winogrande,410,True,32,32,32,0,0,32
winogrande,741,True,32,32,32,0,0,32
winogrande,300,True,8,8,8,0,0,8
winogrande,185,True,8,8,8,0,0,8
winogrande,369,True,8,8,8,0,0,8
winogrande,1042,False,32,32,32,0,0,32
winogrande,810,True,8->32,8,32,1,1,32
winogrande,739,False,8,8,8,0,0,8
winogrande,600,False,8,8,8,0,0,8
winogrande,1120,True,8,8,8,0,0,8
winogrande,1151,True,8,8,8,0,0,8
winogrande,83,True,8,8,8,0,0,8
winogrande,246,True,32,32,32,0,0,32
winogrande,373,False,8,8,8,0,0,8
winogrande,39,True,8,8,8,0,0,8
winogrande,278,True,32,32,32,0,0,32
winogrande,284,True,32,32,32,0,0,32
winogrande,603,True,8,8,8,0,0,8
winogrande,960,True,32,32,32,0,0,32
winogrande,1134,True,8,8,8,0,0,8
winogrande,97,False,32,32,32,0,0,32
winogrande,88,True,8,8,8,0,0,8
winogrande,209,True,8,8,8,0,0,8
winogrande,669,True,8,8,8,0,0,8
winogrande,60,True,8,8,8,0,0,8
winogrande,274,True,32,32,32,0,0,32
winogrande,358,True,8,8,8,0,0,8
winogrande,94,False,8,8,8,0,0,8
winogrande,1050,True,32,32,32,0,0,32
winogrande,877,True,8,8,8,0,0,8
winogrande,1193,True,8,8,8,0,0,8
winogrande,1154,True,32,32,32,0,0,32
winogrande,990,True,32,32,32,0,0,32
winogrande,436,False,8,8,8,0,0,8
winogrande,324,True,32,32,32,0,0,32
winogrande,775,True,8,8,8,0,0,8
winogrande,634,False,8,8,8,0,0,8
winogrande,1055,True,8,8,8,0,0,8
winogrande,546,True,8,8,8,0,0,8
winogrande,601,True,8,8,8,0,0,8
winogrande,879,True,8,8,8,0,0,8
winogrande,1053,True,8,8,8,0,0,8
winogrande,446,False,8,8,8,0,0,8
winogrande,679,False,8,8,8,0,0,8
winogrande,370,True,8,8,8,0,0,8
winogrande,544,True,32,32,32,0,0,32
winogrande,666,True,8,8,8,0,0,8
winogrande,224,True,8,8,8,0,0,8
winogrande,762,True,32,32,32,0,0,32
winogrande,1205,True,8,8,8,0,0,8
winogrande,1062,True,32,32,32,0,0,32
winogrande,1064,False,32,32,32,0,0,32
winogrande,319,False,32,32,32,0,0,32
winogrande,467,True,8,8,8,0,0,8
winogrande,907,True,8,8,8,0,0,8
winogrande,675,True,32,32,32,0,0,32
winogrande,1073,True,8,8,8,0,0,8
winogrande,653,True,8,8,8,0,0,8
winogrande,132,True,8,8,8,0,0,8
winogrande,1219,False,32,32,32,0,0,32
winogrande,389,True,8,8,8,0,0,8
winogrande,792,False,32,32,32,0,0,32
winogrande,317,True,32,32,32,0,0,32
winogrande,850,False,8,8,8,0,0,8
winogrande,944,True,8,8,8,0,0,8
winogrande,1245,True,8,8,8,0,0,8
winogrande,503,False,8->32,8,32,1,1,32
winogrande,404,True,32,32,32,0,0,32
winogrande,1022,True,8,8,8,0,0,8
winogrande,1047,True,8,8,8,0,0,8
winogrande,215,True,8,8,8,0,0,8
winogrande,1260,True,8,8,8,0,0,8
winogrande,1002,True,32,29,29,0,0,32
winogrande,1255,False,32,32,32,0,0,32
winogrande,165,True,8,8,8,0,0,8
winogrande,992,True,32,32,32,0,0,32
winogrande,323,True,8,8,8,0,0,8
winogrande,1106,True,32,32,32,0,0,32
winogrande,432,False,8->32,8,8,0,0,32
winogrande,59,True,8,8,8,0,0,8
winogrande,41,True,8,8,8,0,0,8
winogrande,972,True,8,8,8,0,0,8
winogrande,753,True,8,8,8,0,0,8
winogrande,437,True,8,8,8,0,0,8
winogrande,483,True,32,32,32,0,0,32
winogrande,842,False,8,8,8,0,0,8
winogrande,164,True,32,32,32,0,0,32
winogrande,1031,True,8,8,8,0,0,8
winogrande,953,False,8,8,8,0,0,8
winogrande,424,True,8,8,8,0,0,8
winogrande,375,False,32,32,32,0,0,32
winogrande,251,True,8,8,8,0,0,8
winogrande,322,True,8,8,8,0,0,8
winogrande,35,True,8,8,8,0,0,8
winogrande,686,True,8,8,8,0,0,8
winogrande,303,True,8,8,8,0,0,8
winogrande,456,False,8,8,8,0,0,8
winogrande,1132,False,8,8,8,0,0,8
winogrande,177,True,8,8,8,0,0,8
winogrande,408,True,8,8,8,0,0,8
winogrande,841,True,32,32,32,0,0,32
winogrande,376,True,8,8,8,0,0,8
winogrande,589,False,32,32,32,0,0,32
winogrande,510,False,8,8,8,0,0,8
winogrande,16,False,8,8,8,0,0,8
winogrande,549,True,8,8,8,0,0,8
winogrande,1172,True,8,8,8,0,0,8
winogrande,638,True,8,8,8,0,0,8
winogrande,646,False,32,32,32,0,0,32
winogrande,965,True,8,8,8,0,0,8
winogrande,1051,True,32,32,32,0,0,32
winogrande,622,True,32,32,32,0,0,32
winogrande,186,False,32,32,32,0,0,32
winogrande,450,True,8,8,8,0,0,8
winogrande,194,True,32,32,32,0,0,32
winogrande,676,True,8,8,8,0,0,8
winogrande,791,True,8,8,8,0,0,8
winogrande,440,True,8,8,8,0,0,8
winogrande,64,False,8,8,8,0,0,8
winogrande,995,False,8,8,8,0,0,8
winogrande,1100,True,32,32,32,0,0,32
winogrande,3,True,32,32,32,0,0,32
winogrande,1215,True,8,8,8,0,0,8
winogrande,652,False,32,32,32,0,0,32
winogrande,391,True,32,32,32,0,0,32
winogrande,260,True,8,8,8,0,0,8
winogrande,58,True,32,32,32,0,0,32
winogrande,754,True,32,32,32,0,0,32
winogrande,1264,False,8,8,8,0,0,8
winogrande,431,True,8,8,8,0,0,8
winogrande,399,True,32,32,32,0,0,32
winogrande,980,True,32,32,32,0,0,32
winogrande,758,False,32,32,32,0,0,32
winogrande,687,True,32,32,32,0,0,32
winogrande,725,False,8,8,8,0,0,8
winogrande,684,False,32,32,32,0,0,32
winogrande,894,True,32,32,32,0,0,32
winogrande,279,False,8,8,8,0,0,8
winogrande,736,False,8,8,8,0,0,8
winogrande,172,True,8,8,8,0,0,8
winogrande,147,False,32,32,32,0,0,32
winogrande,616,True,8,8,8,0,0,8
winogrande,65,True,8,8,8,0,0,8
winogrande,769,True,8,8,8,0,0,8
winogrande,602,False,32,32,32,0,0,32
winogrande,831,True,32,32,32,0,0,32
winogrande,526,True,8,8,8,0,0,8
winogrande,475,True,8,8,8,0,0,8
winogrande,555,False,32,32,32,0,0,32
winogrande,768,True,8,8,8,0,0,8
winogrande,124,False,32,32,32,0,0,32
winogrande,1182,True,32,32,32,0,0,32
winogrande,433,False,32,32,32,0,0,32
winogrande,484,False,32,32,32,0,0,32
winogrande,1141,True,32,32,32,0,0,32
winogrande,149,True,8,8,8,0,0,8
winogrande,656,False,32,32,32,0,0,32
winogrande,817,True,8,8,8,0,0,8
winogrande,316,True,8,8,8,0,0,8
winogrande,120,True,32,32,32,0,0,32
winogrande,635,True,32,32,32,0,0,32
winogrande,18,True,8,8,8,0,0,8
winogrande,899,True,8,8,8,0,0,8
winogrande,532,True,8->32,32,32,0,0,32
winogrande,620,True,8,8,8,0,0,8
winogrande,213,True,8,8,8,0,0,8
winogrande,1003,False,32,32,32,0,0,32
winogrande,661,False,8,8,8,0,0,8
winogrande,202,True,8,8,8,0,0,8
winogrande,1210,True,8,8,8,0,0,8
winogrande,355,True,8,8,8,0,0,8
winogrande,801,False,8,8,8,0,0,8
winogrande,996,True,8,8,8,0,0,8
winogrande,275,True,8,8,8,0,0,8
winogrande,720,False,32,32,32,0,0,32
winogrande,1187,True,32,32,32,0,0,32
winogrande,1198,True,8,8,8,0,0,8
winogrande,505,True,32,32,32,0,0,32
winogrande,559,True,8,8,8,0,0,8
winogrande,809,False,32,32,32,0,0,32
winogrande,554,True,8,8,8,0,0,8
winogrande,302,False,32,32,32,0,0,32
winogrande,346,True,8,8,8,0,0,8
winogrande,756,True,8,8,8,0,0,8
winogrande,22,True,32,32,32,0,0,32
winogrande,225,False,32,32,32,0,0,32
winogrande,869,True,8,8,8,0,0,8
winogrande,913,True,8,8,8,0,0,8
winogrande,1128,True,8,8,8,0,0,8
winogrande,806,True,8,8,8,0,0,8
winogrande,575,True,8,8,8,0,0,8
winogrande,156,True,32,32,32,0,0,32
winogrande,930,False,8,8,8,0,0,8
winogrande,705,False,8,8,8,0,0,8
winogrande,799,True,8,8,8,0,0,8
winogrande,143,True,32,32,32,0,0,32
winogrande,683,True,8,8,8,0,0,8
winogrande,115,True,8,8,8,0,0,8
winogrande,713,True,8,8,8,0,0,8
winogrande,986,True,32,32,32,0,0,32
winogrande,256,False,32,32,32,0,0,32
winogrande,113,False,32,32,32,0,0,32
winogrande,596,True,8,8,8,0,0,8
winogrande,81,True,32,32,32,0,0,32
winogrande,1037,False,8,8,8,0,0,8
winogrande,814,True,8,8,8,0,0,8
winogrande,942,True,32,32,32,0,0,32
winogrande,737,True,32,32,32,0,0,32
winogrande,1136,True,8,8,8,0,0,8
winogrande,647,False,32,32,32,0,0,32
winogrande,1087,True,8,8,8,0,0,8
winogrande,1072,True,8,8,8,0,0,8
winogrande,270,True,8,8,8,0,0,8
winogrande,1033,True,32,32,32,0,0,32
winogrande,1150,True,8,8,8,0,0,8
winogrande,586,True,32,32,32,0,0,32
winogrande,919,True,8->32,32,32,0,0,32
winogrande,650,True,32,32,32,0,0,32
winogrande,1217,True,8,8,8,0,0,8
winogrande,7,True,8,8,8,0,0,8
winogrande,880,True,32,32,32,0,0,32
winogrande,752,False,8,8,8,0,0,8
winogrande,993,True,8,8,8,0,0,8
winogrande,749,True,8,8,8,0,0,8
winogrande,693,True,32,32,32,0,0,32
winogrande,1239,True,8,8,8,0,0,8
winogrande,1189,True,8,8,8,0,0,8
winogrande,134,True,32,32,32,0,0,32
winogrande,180,True,32,32,32,0,0,32
winogrande,1127,True,8,8,8,0,0,8
winogrande,500,True,32,32,32,0,0,32
winogrande,62,True,32,32,32,0,0,32
winogrande,921,True,8,8,8,0,0,8
winogrande,678,False,32,32,32,0,0,32
winogrande,145,True,8,8,8,0,0,8
winogrande,1257,False,32,32,32,0,0,32
winogrande,0,True,8,8,8,0,0,8
winogrande,614,False,32,32,32,0,0,32
winogrande,1165,True,8,8,8,0,0,8
winogrande,777,False,32,32,32,0,0,32
winogrande,46,True,8,8,8,0,0,8
winogrande,582,True,8,8,8,0,0,8
winogrande,977,True,32,32,32,0,0,32
winogrande,585,True,8,8,8,0,0,8
winogrande,832,True,8,8,8,0,0,8
winogrande,808,True,32,32,32,0,0,32
winogrande,651,True,8,8,8,0,0,8
winogrande,887,True,8,8,8,0,0,8
winogrande,1137,True,8,8,8,0,0,8
winogrande,893,True,8,8,8,0,0,8
winogrande,14,True,8,8,8,0,0,8
winogrande,362,False,32,32,32,0,0,32
winogrande,1123,True,32,32,32,0,0,32
winogrande,1084,False,8,8,8,0,0,8
winogrande,524,True,8,8,8,0,0,8
winogrande,571,False,32,32,32,0,0,32
winogrande,959,True,8,8,8,0,0,8
winogrande,1112,False,32,32,32,0,0,32
winogrande,1160,True,8,8,8,0,0,8
winogrande,844,True,32,29,29,0,0,32
winogrande,929,True,8,8,8,0,0,8
winogrande,333,True,8,8,8,0,0,8
winogrande,292,True,8,8,8,0,0,8
winogrande,1161,False,32,32,32,0,0,32
winogrande,1242,True,8,8,8,0,0,8
winogrande,626,False,32,32,32,0,0,32
winogrande,955,True,32,32,32,0,0,32
winogrande,170,True,8,8,8,0,0,8
winogrande,212,False,8,8,8,0,0,8
winogrande,314,True,32,32,32,0,0,32
winogrande,1241,True,8,8,8,0,0,8
winogrande,146,True,8,8,8,0,0,8
winogrande,161,True,8,8,8,0,0,8
winogrande,853,False,8,8,8,0,0,8
winogrande,795,False,32,32,32,0,0,32
winogrande,685,True,8,8,8,0,0,8
winogrande,847,False,32,32,32,0,0,32
winogrande,1262,True,8,8,8,0,0,8
winogrande,438,True,32,32,32,0,0,32
winogrande,519,True,32,32,32,0,0,32
winogrande,1211,True,8,8,8,0,0,8
winogrande,1227,False,32,32,32,0,0,32
commonsenseqa,8b25332de2894ab38784235838d38cec,True,8,6,6,0,0,8
commonsenseqa,8ea5720718c0e122efa6277edb511569,True,8,7,7,0,0,8
commonsenseqa,4acd496cc78d96c2431279a5fd87de7c,True,8,6,6,0,0,8
commonsenseqa,01794dde3ca2991615f1aa2f63fb22e3,True,8,6,6,0,0,8
commonsenseqa,41bab71fea3fa04e5a4e10a2f86996df,True,8,6,6,0,0,8
commonsenseqa,c7ce02d9365fe9275f88338ad51cbde6,True,8,6,6,0,0,8
commonsenseqa,c9f7d07e6d363a99f5fadd68a4dfa35a,True,8,6,6,0,0,8
commonsenseqa,29c194d032a266a7160bff6f546a4d9d,True,8,7,7,0,0,8
commonsenseqa,32d5b7fcae24f0d4871cfb219c5a4b47,False,8,7,7,0,0,8
commonsenseqa,46351b3a6beb694c5f623583a3b1473d,True,8,7,7,0,0,8
commonsenseqa,5a50ea4bb2d13dc4f620ebd45025d445,True,8,6,6,0,0,8
commonsenseqa,5c2bc4335c8860342ec2d568ceb6ac6b,False,8,7,7,0,0,8
commonsenseqa,b3dc6d6a5e2f9d7da8eb72816c80b3f8_1,True,8,6,6,0,0,8
commonsenseqa,9889e5389917d812c09d6e5d382d333d,True,8,6,6,0,0,8
commonsenseqa,4ef3d70648ee3cea028bc5ed0fdfda28,True,8,6,6,0,0,8
commonsenseqa,359aed918343d228e67cef329b693904,True,8,6,6,0,0,8
commonsenseqa,011096bcfff30fd38046cf9db3a411c5,True,8,7,7,0,0,8
commonsenseqa,0f2377604e628c55ba588366139396b9,False,8,7,7,0,0,8
commonsenseqa,900492bd731f8f615ed7c08155737d44,True,8,6,6,0,0,8
commonsenseqa,0b52cc905fff0ca69a45e6353d10e401,True,8,6,6,0,0,8
commonsenseqa,6f48ee564a48293eb501cc0d8197bdd9,False,8,7,7,0,0,8
commonsenseqa,ba640b9634ad6b4ad98b17b4f152e562,True,8,6,6,0,0,8
commonsenseqa,5d4233146435ab0ca211e8ac9bfce76f,True,8,7,7,0,0,8
commonsenseqa,bd773d64f4e22db2358c6e00cbdf2d83,True,8,7,7,0,0,8
commonsenseqa,ef3d5d35128678937c36438466e0fc93,True,8,6,6,0,0,8
commonsenseqa,9dffd2021771e0ecddb19031acf3701b,False,8,7,7,0,0,8
commonsenseqa,8b3b598a647dfd2d63fcedce5f461040,True,8,6,6,0,0,8
commonsenseqa,821b32d39f57396979069b948030afe9,True,8,7,7,0,0,8
commonsenseqa,66bfb6e209c94e6be5b0d04b0c7e2064,True,8,7,7,0,0,8
commonsenseqa,0bf4d64ad0eee7224acb3a4eb85accb2,True,8,6,6,0,0,8
commonsenseqa,ec86900559a0faf2aef066e511a4cfa6,True,8,6,6,0,0,8
commonsenseqa,7c45033e9fd9f1a759923971b14390ed,True,8,6,6,0,0,8
commonsenseqa,0f7425ecbe369bf41a230aab92d84132,False,8,7,7,0,0,8
commonsenseqa,2987db72e66f5fa0015ac64f9b3614ec,True,8,7,7,0,0,8
commonsenseqa,42520bf3f93f8de23670044e019001a3,True,8,6,6,0,0,8
commonsenseqa,07fd8b0aed06406fedb137d11b07a890,False,8,7,7,0,0,8
commonsenseqa,3eb397b96b6c3a245c81ab30205943f1,True,8,7,7,0,0,8
commonsenseqa,ed50555f8db2b8f66caf9868dcd7e13b,True,8,7,7,0,0,8
commonsenseqa,2521b3fe6bfd6aeb91f9107dc7c4fbee,True,8,7,7,0,0,8
commonsenseqa,ec224c1dbfb569cce7ec317fe987ae68,True,8,7,7,0,0,8
commonsenseqa,42c46e28baf0fc617a07419286178c0a,True,8,6,6,0,0,8
commonsenseqa,cf8e30dd6956d03e3f0f0397112a8696,False,8,7,7,0,0,8
commonsenseqa,5c171b9837af49211891ce40e4a10204,True,8,7,7,0,0,8
commonsenseqa,303aedda3a5ab8d853cbe4edc4b914c6,True,8,6,6,0,0,8
commonsenseqa,1d8d9e3504c8c58a3b923ddc155c19b0,True,8,6,6,0,0,8
commonsenseqa,8b23cd355ffc8b6e7aa5459ffb21b4e0,False,8,7,7,0,0,8
commonsenseqa,d78baca23e0a636a8961e17119047e63,False,8,7,7,0,0,8
commonsenseqa,a5dcac512870e79f5aa2b22dbd662404,True,8,6,6,0,0,8
commonsenseqa,c7526b682e64f355384631b35cd78fc9,True,8,7,7,0,0,8
commonsenseqa,1ef68db97654f30cd3701b942fadc934,True,8,6,6,0,0,8
commonsenseqa,6b9221c1af583ffb43580857d6fde38a,True,8,7,7,0,0,8
commonsenseqa,21763a65765b5405c9a54484c2e54a72,True,8,7,7,0,0,8
commonsenseqa,11c4c78d61e8212f0984fd07eb22b669,True,8,7,7,0,0,8
commonsenseqa,81cc0d320488c7bacafb285cf7db5fbd,True,8,6,6,0,0,8
commonsenseqa,a64d45cecde84fdcf5f0a79805a0c6fe,False,8,7,7,0,0,8
commonsenseqa,0a2195ae8d4706abc5721578c9991466,True,8,6,6,0,0,8
commonsenseqa,2f97a77d155cb99092e8a7c055737b03_1,True,8,7,7,0,0,8
commonsenseqa,5d687fe9c95436ce84230c996d34382d,False,8,7,7,0,0,8
commonsenseqa,c7327a1a7d12b6cc0740fc9446270e02,True,8,6,6,0,0,8
commonsenseqa,9310c39a0752f28640c3a05cba1d5ca7,True,8,6,6,0,0,8
commonsenseqa,0e52659484f2f6d763cf0d38d4c5999d,True,8,6,6,0,0,8
commonsenseqa,cebc07bd5080cc72862cb333b10d782d,True,8,7,7,0,0,8
commonsenseqa,a85441d6a0e3f871d81a9f19b31360b7,True,8,7,7,0,0,8
commonsenseqa,a328285c6212c899e335c45db3c49ffd,True,8,7,7,0,0,8
commonsenseqa,d6900a01a9dd6627b4bb22b0f6d191a5,True,8,7,7,0,0,8
commonsenseqa,a7f29f4aebe0e3bcb77038fea71bf28c,True,8,6,6,0,0,8
commonsenseqa,f13efb91090dd28fd2b3c1f4dde680fd,True,8,6,6,0,0,8
commonsenseqa,4536489e5d8e02aadc3fcc7a55effe20,False,8,7,7,0,0,8
commonsenseqa,59eb56f366407ac7db72996be265883b,True,8,6,6,0,0,8
commonsenseqa,ba9a05bd2086c0d37733e26479d6630f,True,8,6,6,0,0,8
commonsenseqa,163d83851ecd4a4144b31b8738e4c335,True,8,7,7,0,0,8
commonsenseqa,3ed6391c539e6daa5b5fdb1b6d5d8ace,False,8,7,7,0,0,8
commonsenseqa,91756d8e475d8d59fa0a4e35f408e366,True,8,7,7,0,0,8
commonsenseqa,60848ce50295fc745756fbe960e78b88,False,8,7,7,0,0,8
